NAME;STUSAB;SUMLEV;REGION;DIVISION;STATE;COUNTY;AREALAND;AREAWATR;POP100;HU100;INTPTLAT;INTPTLON
Autauga County;AL;50;3;6;1;1;153958227.8;25775735;54571;22135;32.5363818;-86.6444901
Baldwin County;AL;50;3;6;1;3;411752161.1;1133190229;182265;104061;30.6592183;-87.7460666
Barbour County;AL;50;3;6;1;5;229181896.8;50864716;27457;11829;31.8706701;-85.4054562
Bibb County;AL;50;3;6;1;7;161248078.9;9289057;22915;8981;33.0158929;-87.1271475
Blount County;AL;50;3;6;1;9;166996185.5;15157440;57322;23887;33.9774479;-86.5672464
Bullock County;AL;50;3;6;1;11;161305690.5;6056528;10914;4493;32.1017589;-85.7172613
Butler County;AL;50;3;6;1;13;201197689.4;2726814;20947;9964;31.751667;-86.6819689
Calhoun County;AL;50;3;6;1;15;156918999.5;16624267;118572;53289;33.7717061;-85.8225133
Chambers County;AL;50;3;6;1;17;154500928.2;17048142;34215;17004;32.9179433;-85.3918121
Cherokee County;AL;50;3;6;1;19;143407595.2;119858898;25989;16267;34.0695153;-85.6542417
Chilton County;AL;50;3;6;1;21;179448358.6;20586383;43643;19278;32.8540595;-86.7266275
Choctaw County;AL;50;3;6;1;23;236595474.8;19059251;13859;7269;31.9910082;-88.2488874
Clarke County;AL;50;3;6;1;25;320760948.8;36542656;25833;12638;31.6855211;-87.8186244
Clay County;AL;50;3;6;1;27;156425228;5284628;13932;6776;33.2678085;-85.862051
Cleburne County;AL;50;3;6;1;29;145065276.7;2365681;14972;6718;33.671981;-85.516109
Coffee County;AL;50;3;6;1;31;175852878.6;3944730;49948;22330;31.4021833;-85.9892014
Colbert County;AL;50;3;6;1;33;153487733.3;76430813;54428;25758;34.703112;-87.8014569
Conecuh County;AL;50;3;6;1;35;220189476.9;6644940;13228;7093;31.4282925;-86.9920291
Coosa County;AL;50;3;6;1;37;168589107.5;39946646;11539;6478;32.9314453;-86.2434818
Covington County;AL;50;3;6;1;39;266886950.5;34526309;37765;18829;31.2439873;-86.4487206
Crenshaw County;AL;50;3;6;1;41;157688800.6;5376392;13906;6735;31.7328256;-86.3192219
Cullman County;AL;50;3;6;1;43;190322833.3;52266921;80406;37054;34.1319229;-86.8692666
Dale County;AL;50;3;6;1;45;145337115.7;4016457;50251;22677;31.4306536;-85.609476
Dallas County;AL;50;3;6;1;47;253480738.6;39134826;43820;20208;32.3335397;-87.1143556
DeKalb County;AL;50;3;6;1;49;201266235.9;4123588;71109;31109;34.460929;-85.803992
Elmore County;AL;50;3;6;1;51;160186759.3;99862541;79303;32657;32.5972286;-86.1427385
Escambia County;AL;50;3;6;1;53;244774693.2;20873208;38319;16486;31.1217475;-87.168429
Etowah County;AL;50;3;6;1;55;138561899.4;35322991;104430;47454;34.0476377;-86.0344203
Fayette County;AL;50;3;6;1;57;162563160.9;4392821;17241;8437;33.7322485;-87.7520486
Franklin County;AL;50;3;6;1;59;164158771.3;32897905;31704;14022;34.4419884;-87.8428147
Geneva County;AL;50;3;6;1;61;148771042.5;11765293;26790;12687;31.0908664;-85.8243464
Greene County;AL;50;3;6;1;63;167600703.2;33231212;9045;5007;32.8444965;-87.9642005
Hale County;AL;50;3;6;1;65;166780391.4;32525967;15760;7655;32.7527958;-87.6230608
Henry County;AL;50;3;6;1;67;145492625.8;16986789;17302;8891;31.5169779;-85.2399712
Houston County;AL;50;3;6;1;69;150173772;4739984;101547;45319;31.1581928;-85.2963976
Jackson County;AL;50;3;6;1;71;279166486.9;126657194;53227;24786;34.7635224;-85.9774003
Jefferson County;AL;50;3;6;1;73;287819220.9;32474487;658466;300552;33.5534439;-86.8965359
Lamar County;AL;50;3;6;1;75;156654465.4;1600679;14564;7354;33.7870852;-88.0874309
Lauderdale County;AL;50;3;6;1;77;172932793.1;138027479;92709;43791;34.9041221;-87.6509966
Lawrence County;AL;50;3;6;1;79;178884656.8;68688464;34339;15229;34.5297759;-87.3218651
Lee County;AL;50;3;6;1;81;157351072.8;21530362;140247;62391;32.6040644;-85.3530477
Limestone County;AL;50;3;6;1;83;145022832.6;122381869;82782;34977;34.8102387;-86.9813995
Lowndes County;AL;50;3;6;1;85;185419964.8;23723525;11299;5140;32.147888;-86.6505859
Macon County;AL;50;3;6;1;87;157700501.5;11194263;21452;10259;32.3870267;-85.692887
Madison County;AL;50;3;6;1;89;207611652.9;28771340;334811;146447;34.7642377;-86.5510803
Marengo County;AL;50;3;6;1;91;253011246.1;14994547;21027;10237;32.2475911;-87.791091
Marion County;AL;50;3;6;1;93;192252682.6;3313145;30776;14737;34.1382194;-87.881551
Marshall County;AL;50;3;6;1;95;146552275.7;148503356;93019;40342;34.3095637;-86.3216681
Mobile County;AL;50;3;6;1;97;318422308.2;1073750500;412992;178196;30.684573;-88.1965684
Monroe County;AL;50;3;6;1;99;265648527.5;22643193;23068;11333;31.5803324;-87.3832656
Montgomery County;AL;50;3;6;1;101;203119077.7;40571253;229363;101641;32.2036505;-86.2038308
Morgan County;AL;50;3;6;1;103;150047631.9;51064861;119490;51193;34.4544844;-86.8464021
Perry County;AL;50;3;6;1;105;186392040.9;10918516;10591;4737;32.6390053;-87.2938269
Pickens County;AL;50;3;6;1;107;228283705.9;22578169;19746;9483;33.2968085;-88.096878
Pike County;AL;50;3;6;1;109;174071564.3;2362806;32899;15267;31.7987263;-85.9419965
Randolph County;AL;50;3;6;1;111;150361659.9;9285288;22913;11982;33.2964753;-85.4640679
Russell County;AL;50;3;6;1;113;166054575.1;15673340;52947;24595;32.2898113;-85.1869798
St. Clair County;AL;50;3;6;1;115;163661939.3;56300062;83593;35541;33.7129627;-86.3156631
Shelby County;AL;50;3;6;1;117;203296030;63700594;195085;80970;33.2629366;-86.6781042
Sumter County;AL;50;3;6;1;119;234105742.6;24436353;13763;6786;32.5974811;-88.2000571
Talladega County;AL;50;3;6;1;121;190823951.6;60944144;82291;37088;33.3692774;-86.1758045
Tallapoosa County;AL;50;3;6;1;123;185578005.7;128808796;41616;22111;32.8633694;-85.7995532
Tuscaloosa County;AL;50;3;6;1;125;342332894;76395592;194656;84872;33.2902022;-87.5228598
Walker County;AL;50;3;6;1;127;204917742;36263761;67023;30816;33.7915714;-87.3010918
Washington County;AL;50;3;6;1;129;279772230.7;21650857;17581;8407;31.4069737;-88.2020776
Wilcox County;AL;50;3;6;1;131;230120011.3;48985152;11670;5649;31.9903296;-87.3022049
Winston County;AL;50;3;6;1;133;158760788.2;48922827;24484;13469;34.1558884;-87.3641471
Aleutians East Borough;AK;50;4;9;2;13;1808314880;20792209033;3141;747;55.2437223;-161.9507485
Aleutians West Census Area;AK;50;4;9;2;16;1137076263;25190643524;5561;1929;51.9594469;178.338813
Anchorage Municipality;AK;50;4;9;2;20;441510896.3;663860984;291826;113032;61.177549;-149.2743541
Bethel Census Area;AK;50;4;9;2;50;105000000;12779523593;17013;5919;60.9289164;-160.1533502
Bristol Bay Borough;AK;50;4;9;2;60;130494720.7;993830067;997;969;58.7313725;-156.9866122
Denali Borough;AK;50;4;9;2;68;3302600054;66068790;1826;1771;63.6827316;-150.0267191
Dillingham Census Area;AK;50;4;9;2;70;4809291262;6077223732;4847;2427;59.824816;-158.6022333
Fairbanks North Star Borough;AK;50;4;9;2;90;1900587439;273188119;97581;41783;64.6908322;-146.5998673
Haines Borough;AK;50;4;9;2;100;600514653.4;1053874968;2508;1631;59.0999054;-135.5781024
Hoonah-Angoon Census Area;AK;50;4;9;2;105;1948943909;8778085294;2150;1771;58.0764336;-135.1850997
Juneau City and Borough;AK;50;4;9;2;110;699796864.3;1429575134;31275;13055;58.3727004;-134.1787807
Kenai Peninsula Borough;AK;50;4;9;2;122;4163491522;22473290427;55400;30578;60.3663727;-152.3219731
Ketchikan Gateway Borough;AK;50;4;9;2;130;1258323299;4649414062;13477;6166;55.4499378;-131.1066847
Kodiak Island Borough;AK;50;4;9;2;150;1696333176;14173062281;13592;5303;57.5536114;-153.6309109
Lake and Peninsula Borough;AK;50;4;9;2;164;6125841942;24010457489;1631;1502;58.2050652;-156.7051884
Matanuska-Susitna Borough;AK;50;4;9;2;170;6373416020;1682737402;88995;41329;62.1821735;-149.407974
Nome Census Area;AK;50;4;9;2;180;5947068583;13768011766;9492;4008;64.7836858;-164.1889119
North Slope Borough;AK;50;4;9;2;185;230000000;15801179317;9430;2500;69.4493427;-153.4728302
Northwest Arctic Borough;AK;50;4;9;2;188;9213256483;13406688095;7523;2707;67.0050655;-160.0210864
Petersburg Census Area;AK;50;4;9;2;195;850029392.7;6221367848;3815;1994;56.6396123;-133.5279958
Prince of Wales-Hyder Census Area;AK;50;4;9;2;198;1016019370;9739418122;5559;2992;55.4156834;-132.875734
Sitka City and Borough;AK;50;4;9;2;220;743414378.8;5027404028;8881;4102;57.1425085;-135.3326236
Skagway Municipality;AK;50;4;9;2;230;117151579.8;30331334;968;636;59.5750974;-135.3354181
Southeast Fairbanks Census Area;AK;50;4;9;2;240;6415091528;752795246;7029;3915;63.8649972;-143.2186282
Valdez-Cordova Census Area;AK;50;4;9;2;261;8868087705;15799689879;9636;6102;61.3498403;-145.0231406
Wade Hampton Census Area;AK;50;4;9;2;270;4424070570;6711999401;7459;2183;62.2831737;-163.1909497
Wrangell City and Borough;AK;50;4;9;2;275;658241103.7;2384276261;2369;1428;56.2791206;-132.0403255
Yakutat City and Borough;AK;50;4;9;2;282;1981200204;4696710283;662;450;59.9990832;-140.2395926
Yukon-Koyukuk Census Area;AK;50;4;9;2;290;37700000000;5956563857;5588;4038;65.3761313;-151.5768554
Apache County;AZ;50;4;8;4;1;2900144383;54175788;71518;32514;35.3858453;-109.4937467
Cochise County;AZ;50;4;8;4;3;1596906388;137025224;131346;59041;31.8817928;-109.7541201
Coconino County;AZ;50;4;8;4;5;4822268909;109964090;134421;63321;35.8296919;-111.7737277
Gila County;AZ;50;4;8;4;7;1232298872;97111978;53597;32698;33.7896177;-110.8118696
Graham County;AZ;50;4;8;4;9;1197247119;47833765;37220;12980;32.9318277;-109.8783103
Greenlee County;AZ;50;4;8;4;11;477367381.9;13745365;8437;4372;33.2388723;-109.2423231
La Paz County;AZ;50;4;8;4;12;1165398434;36581791;20489;16049;33.7276249;-114.0387933
Maricopa County;AZ;50;4;8;4;13;2382826020;62795719;3817117;1639279;33.3465408;-112.4955335
Mohave County;AZ;50;4;8;4;15;3447554692;387371395;200186;110911;35.717705;-113.7496891
Navajo County;AZ;50;4;8;4;17;2577147301;24078377;107449;56938;35.3909336;-110.3209076
Pima County;AZ;50;4;8;4;19;2379431194;5337525;980263;440909;32.1282374;-111.7830177
Pinal County;AZ;50;4;8;4;21;1389686960;22331525;375770;159222;32.91891;-111.3672569
Santa Cruz County;AZ;50;4;8;4;23;320359854.1;3088171;47420;18010;31.5259036;-110.8451898
Yavapai County;AZ;50;4;8;4;25;2103976498;11501683;211033;110432;34.6300439;-112.5737449
Yuma County;AZ;50;4;8;4;27;1428117436;13253868;195751;87850;32.7739424;-113.910905
Arkansas County;AR;50;3;7;5;1;256090252.2;116495598;19019;9436;34.2895735;-91.3765467
Ashley County;AR;50;3;7;5;3;239664190.5;39310651;21853;10137;33.1908354;-91.7722672
Baxter County;AR;50;3;7;5;5;143558754.6;83997217;41513;22580;36.28071;-92.3304383
Benton County;AR;50;3;7;5;7;219464450.8;94662461;221339;93084;36.3378246;-94.2561871
Boone County;AR;50;3;7;5;9;152869219;30044428;36903;16827;36.3043077;-93.0792041
Bradley County;AR;50;3;7;5;11;168150047.3;9546870;11508;5860;33.4638194;-92.1681641
Calhoun County;AR;50;3;7;5;13;162801715.5;9926138;5368;2897;33.5604604;-92.513879
Carroll County;AR;50;3;7;5;15;163191738.1;22566276;27446;13559;36.3377742;-93.5416633
Chicot County;AR;50;3;7;5;17;166874012.5;120391665;11800;5421;33.2671393;-91.2971578
Clark County;AR;50;3;7;5;19;224312193.2;43395997;22995;10385;34.0533118;-93.1762051
Clay County;AR;50;3;7;5;21;165620645.2;5105957;16083;8031;36.3673021;-90.4187041
Cleburne County;AR;50;3;7;5;23;143405583.1;99015207;25970;15826;35.5662882;-92.0599743
Cleveland County;AR;50;3;7;5;25;154825206.9;2500394;8689;4064;33.8932006;-92.1887141
Columbia County;AR;50;3;7;5;27;198406698.5;1813507;24552;11596;33.2150704;-93.2269012
Conway County;AR;50;3;7;5;29;143031982.5;37342580;21273;9720;35.2657024;-92.6892483
Craighead County;AR;50;3;7;5;31;183165607.5;14162379;96443;40515;35.8282682;-90.6304114
Crawford County;AR;50;3;7;5;33;153610667.5;28873990;61948;26115;35.5830407;-94.2362241
Crittenden County;AR;50;3;7;5;35;157927166.1;68938875;50902;21489;35.2118784;-90.3153314
Cross County;AR;50;3;7;5;37;159641843.4;15348594;17870;7853;35.2912586;-90.7738942
Dallas County;AR;50;3;7;5;39;172852294.2;1864048;8116;4305;33.9678233;-92.6539989
Desha County;AR;50;3;7;5;41;198950430.2;133058424;13008;6261;33.8287478;-91.2444274
Drew County;AR;50;3;7;5;43;214543129.3;18920696;18509;8408;33.5872418;-91.7227781
Faulkner County;AR;50;3;7;5;45;167801268.5;41927331;113237;46612;35.1463563;-92.3246543
Franklin County;AR;50;3;7;5;47;157693237.9;27933924;18125;8021;35.508573;-93.8876719
Fulton County;AR;50;3;7;5;49;160111412.8;5527461;12245;6778;36.3834433;-91.8192392
Garland County;AR;50;3;7;5;51;175544487.8;147213948;96024;50548;34.5788613;-93.1469148
Grant County;AR;50;3;7;5;53;163637685.9;2904466;17853;7758;34.2880633;-92.4239843
Greene County;AR;50;3;7;5;55;149623347.6;4826525;42090;17892;36.1199223;-90.5652409
Hempstead County;AR;50;3;7;5;57;188426781;35372390;22609;10419;33.7286109;-93.6658093
Hot Spring County;AR;50;3;7;5;59;159336705.5;18052939;32923;14332;34.3151767;-92.9441474
Howard County;AR;50;3;7;5;61;152434663.2;17509479;13789;6238;34.0831786;-93.9909884
Independence County;AR;50;3;7;5;63;197862892;19593957;36647;16187;35.7374992;-91.5599423
Izard County;AR;50;3;7;5;65;150368620.9;8913023;13696;7232;36.0948792;-91.9136252
Jackson County;AR;50;3;7;5;67;164189268.4;19587909;17997;7601;35.5966053;-91.223178
Jefferson County;AR;50;3;7;5;69;225522065;111447666;77435;33006;34.2776955;-91.9307012
Johnson County;AR;50;3;7;5;71;170888315.7;59415544;25540;11311;35.5733586;-93.4663223
Lafayette County;AR;50;3;7;5;73;136820831.2;43539379;7645;4353;33.2406596;-93.6116427
Lawrence County;AR;50;3;7;5;75;152191309.8;12244885;17415;8000;36.0410983;-91.1011529
Lee County;AR;50;3;7;5;77;156078056.6;43722296;10424;4356;34.77975;-90.7792884
Lincoln County;AR;50;3;7;5;79;145432113.2;27631033;14134;4860;33.9576649;-91.7276236
Little River County;AR;50;3;7;5;81;137852980.5;84207522;13171;6460;33.699497;-94.229774
Logan County;AR;50;3;7;5;83;183403443.9;60696140;22353;10108;35.2185495;-93.7205628
Lonoke County;AR;50;3;7;5;85;199617699.3;83170220;68356;27239;34.7551137;-91.894132
Madison County;AR;50;3;7;5;87;216071138.6;7316240;15717;7481;36.0125452;-93.7240531
Marion County;AR;50;3;7;5;89;154624525.6;112174577;16653;9354;36.2666562;-92.678588
Miller County;AR;50;3;7;5;91;162023973.6;31263840;43462;19281;33.3055048;-93.9015091
Mississippi County;AR;50;3;7;5;93;233247597.3;49826380;46480;20459;35.7669426;-90.0522086
Monroe County;AR;50;3;7;5;95;157243901.4;36715157;8149;4455;34.6795127;-91.203314
Montgomery County;AR;50;3;7;5;97;201987994.8;52859758;9487;5763;34.5456518;-93.6641468
Nevada County;AR;50;3;7;5;99;160018959.5;7257804;8997;4563;33.6666991;-93.3050716
Newton County;AR;50;3;7;5;101;212611005.4;5931821;8330;4664;35.9100625;-93.2150843
Ouachita County;AR;50;3;7;5;103;189789992.1;18050486;26120;13121;33.5911582;-92.8784177
Perry County;AR;50;3;7;5;105;142812573.5;23648787;10445;4907;34.9463629;-92.9268772
Phillips County;AR;50;3;7;5;107;180175833.5;82056090;21757;10126;34.4258423;-90.8483856
Pike County;AR;50;3;7;5;109;155559236.8;34995957;11291;5580;34.1581907;-93.6586589
Poinsett County;AR;50;3;7;5;111;196421760.2;13522889;24583;10923;35.5689809;-90.6805953
Polk County;AR;50;3;7;5;113;222137795.5;12387478;20662;10002;34.4909149;-94.2308841
Pope County;AR;50;3;7;5;115;210449051.7;47206953;61754;25551;35.4552965;-93.0315353
Prairie County;AR;50;3;7;5;117;167820388;71628651;8715;4503;34.828225;-91.5571995
Pulaski County;AR;50;3;7;5;119;196777740.4;124061704;382748;175555;34.7739877;-92.3165149
Randolph County;AR;50;3;7;5;121;168916600.5;9968447;17969;8513;36.3412985;-91.0284409
St. Francis County;AR;50;3;7;5;123;164404859.2;20050191;28258;10903;35.0144383;-90.7421993
Saline County;AR;50;3;7;5;125;187412456.7;17835823;107118;44811;34.6485246;-92.674463
Scott County;AR;50;3;7;5;127;231109836.4;14901123;11233;5193;34.8588693;-94.0636413
Searcy County;AR;50;3;7;5;129;172517691.8;6256956;8195;4900;35.9096596;-92.6993507
Sebastian County;AR;50;3;7;5;131;137764372.8;36905742;125744;54651;35.1969808;-94.274989
Sevier County;AR;50;3;7;5;133;146367041.7;41830997;17058;6887;33.9946083;-94.2432898
Sharp County;AR;50;3;7;5;135;156548938.8;5172578;17264;9822;36.1733989;-91.4710689
Stone County;AR;50;3;7;5;137;157058131.4;7838986;12394;6712;35.8569888;-92.1404941
Union County;AR;50;3;7;5;139;269155271.8;41401571;41639;19653;33.1682186;-92.5981447
Van Buren County;AR;50;3;7;5;141;183408213.9;41805938;17295;10345;35.5829588;-92.5159772
Washington County;AR;50;3;7;5;143;243968185.2;27046999;203065;87808;35.9712088;-94.2184168
White County;AR;50;3;7;5;145;268083262.6;18311035;77076;32488;35.2547221;-91.7531583
Woodruff County;AR;50;3;7;5;147;151978074.4;18707994;7260;3893;35.189071;-91.2444178
Yell County;AR;50;3;7;5;149;240864720.9;48880316;22185;9752;34.9977133;-93.4083032
Alameda County;CA;50;4;9;6;1;191404611;213184643;1510271;582549;37.6480811;-121.9133039
Alpine County;CA;50;4;9;6;3;191227190.7;12557251;1175;1760;38.6176096;-119.7989986
Amador County;CA;50;4;9;6;5;153996299.1;29456575;38091;18032;38.4435501;-120.6538563
Butte County;CA;50;4;9;6;7;423842323.8;105325758;220000;95835;39.6659588;-121.6019188
Calaveras County;CA;50;4;9;6;9;264181972.5;43810420;45578;27925;38.1878437;-120.5551154
Colusa County;CA;50;4;9;6;11;298037936.9;14581020;21419;7883;39.1777385;-122.2375629
Contra Costa County;CA;50;4;9;6;13;185426883.6;227485306;1049025;400263;37.919479;-121.9515431
Del Norte County;CA;50;4;9;6;15;260649385.6;578525663;28610;11186;41.7499033;-123.9809983
El Dorado County;CA;50;4;9;6;17;442339660.6;203243236;181058;88159;38.785532;-120.5343981
Fresno County;CA;50;4;9;6;19;1543112641;137815999;930450;315531;36.7610058;-119.6550193
Glenn County;CA;50;4;9;6;21;340310670.2;33750196;28122;10778;39.6025462;-122.4016998
Humboldt County;CA;50;4;9;6;23;924104467.3;1254256396;134623;61559;40.7066731;-123.9258181
Imperial County;CA;50;4;9;6;25;1081735252;790247942;174528;56067;33.0408155;-115.3553946
Inyo County;CA;50;4;9;6;27;2636835422;119208057;18546;9478;36.561977;-117.4039269
Kern County;CA;50;4;9;6;29;2106156510;79577235;839631;284367;35.3466288;-118.7295064
Kings County;CA;50;4;9;6;31;359858230.8;5468555;152982;43867;36.072478;-119.8155301
Lake County;CA;50;4;9;6;33;325422752.8;188962335;64665;35492;39.0948019;-122.7467569
Lassen County;CA;50;4;9;6;35;1176161217;463440721;34895;12710;40.7210889;-120.6299314
Los Angeles County;CA;50;4;9;6;37;1050986965;1795012906;9818605;3445076;34.1963983;-118.2618616
Madera County;CA;50;4;9;6;39;553498298.5;41957504;150865;49140;37.2100387;-119.7498519
Marin County;CA;50;4;9;6;41;134758552.1;797420433;252409;111214;38.0518169;-122.7459738
Mariposa County;CA;50;4;9;6;43;375241697.6;36271400;18251;10188;37.5700335;-119.9128599
Mendocino County;CA;50;4;9;6;45;908138638.6;962952644;87841;40323;39.4323876;-123.4428811
Merced County;CA;50;4;9;6;47;501155474.1;112760487;255793;83698;37.1948063;-120.7228019
Modoc County;CA;50;4;9;6;49;1014697716;739774453;9686;5192;41.5929185;-120.7183704
Mono County;CA;50;4;9;6;51;789682739.1;214695487;14202;13912;37.9158363;-118.8751668
Monterey County;CA;50;4;9;6;53;849670273.8;1270714482;415057;139048;36.240107;-121.3155732
Napa County;CA;50;4;9;6;55;193824733.8;104169342;136484;54759;38.5073511;-122.3259947
Nevada County;CA;50;4;9;6;57;248061698.8;41514942;98764;52590;39.2951907;-120.7734456
Orange County;CA;50;4;9;6;59;204756108.4;407916814;3010232;1048907;33.6756872;-117.7772068
Placer County;CA;50;4;9;6;61;364413601.7;247205361;348432;152648;39.0620324;-120.7227181
Plumas County;CA;50;4;9;6;63;661235071.3;156395470;20007;15566;39.9951699;-120.8295155
Riverside County;CA;50;4;9;6;65;1866469666;251073334;2189641;800707;33.7298275;-116.0022389
Sacramento County;CA;50;4;9;6;67;249841567;76077248;1418788;555932;38.4500114;-121.3404409
San Benito County;CA;50;4;9;6;69;359674230.2;4555039;55269;17870;36.6107024;-121.085296
San Bernardino County;CA;50;4;9;6;71;5194722951;124028343;2035210;699637;34.8572198;-116.1811967
San Diego County;CA;50;4;9;6;73;1089512065;826347909;3095313;1164786;33.0236041;-116.7761174
San Francisco County;CA;50;4;9;6;75;12139996.3;479190317;805235;376942;37.7272391;-123.0322294
San Joaquin County;CA;50;4;9;6;77;360350599.8;91108644;685306;233755;37.9350336;-121.2722369
San Luis Obispo County;CA;50;4;9;6;79;854324846.1;820974646;269637;117315;35.3852268;-120.4475404
San Mateo County;CA;50;4;9;6;81;116137182.5;757704380;718451;271031;37.4146639;-122.3715417
Santa Barbara County;CA;50;4;9;6;83;708383802.2;2729829365;423895;152834;34.5373784;-120.038485
Santa Clara County;CA;50;4;9;6;85;334134347;36174996;1781642;631920;37.2207774;-121.6906224
Santa Cruz County;CA;50;4;9;6;87;115298601.9;419568865;262382;104476;37.0124883;-122.007205
Shasta County;CA;50;4;9;6;89;977824696.6;186530888;177223;77313;40.7605215;-122.0435495
Sierra County;CA;50;4;9;6;91;246881379.7;23299108;3240;2328;39.5769252;-120.5219926
Siskiyou County;CA;50;4;9;6;93;1625965222;179889482;44900;23910;41.5879861;-122.5332868
Solano County;CA;50;4;9;6;95;212836119.9;218665937;413344;152698;38.2672255;-121.939594
Sonoma County;CA;50;4;9;6;97;408143013.6;497530353;483878;204572;38.532574;-122.9451943
Stanislaus County;CA;50;4;9;6;99;387158288.8;51437339;514453;179503;37.5623842;-121.0026557
Sutter County;CA;50;4;9;6;101;156023560.1;15747004;94737;33858;39.0352571;-121.7027576
Tehama County;CA;50;4;9;6;103;763970978.1;32276063;63463;26987;40.1261561;-122.2322757
Trinity County;CA;50;4;9;6;105;823422973.4;73407861;13786;8681;40.6477241;-123.1144043
Tulare County;CA;50;4;9;6;107;1249465817;37391616;442179;141696;36.2304529;-118.7805422
Tuolumne County;CA;50;4;9;6;109;575206258;138683578;55365;31244;38.021451;-119.9647084
Ventura County;CA;50;4;9;6;111;477369188.9;945991626;823318;281695;34.3587415;-119.1331432
Yolo County;CA;50;4;9;6;113;262803240.8;22969178;200849;75054;38.6792682;-121.9031776
Yuba County;CA;50;4;9;6;115;163645419.2;30998568;72155;27635;39.2700256;-121.3442802
Adams County;CO;50;4;8;8;1;302420771.3;42070226;441603;163136;39.8743252;-104.3318718
Alamosa County;CO;50;4;8;8;3;187163689.8;1807726;15445;6554;37.5684423;-105.7880414
Arapahoe County;CO;50;4;8;8;5;206707004.9;19003734;572003;238301;39.6446318;-104.3317329
Archuleta County;CO;50;4;8;8;7;349693789.9;13827529;12084;8762;37.2023952;-107.0508634
Baca County;CO;50;4;8;8;9;661733354.1;6142194;3788;2248;37.3031437;-102.5354566
Bent County;CO;50;4;8;8;11;391829237.7;73093771;6499;2242;37.9318907;-103.0775841
Boulder County;CO;50;4;8;8;13;188108043.9;36469028;294567;127071;40.0948262;-105.3983824
Broomfield County;CO;50;4;8;8;14;8555753.8;1466175;55889;22646;39.9533825;-105.052125
Chaffee County;CO;50;4;8;8;15;262470224.2;4013482;17809;10020;38.7382457;-106.3169723
Cheyenne County;CO;50;4;8;8;17;460571306.8;8166204;1836;975;38.8353865;-102.6045852
Clear Creek County;CO;50;4;8;8;19;102363267.4;3280082;9088;5685;39.6894025;-105.6707908
Conejos County;CO;50;4;8;8;21;333432609.7;9235297;8256;4286;37.2134065;-106.1764473
Costilla County;CO;50;4;8;8;23;317778997.9;8828904;3524;2613;37.2775474;-105.4289399
Crowley County;CO;50;4;8;8;25;203941129.7;33430434;5823;1559;38.3219558;-103.7875617
Custer County;CO;50;4;8;8;27;191303104.5;3364771;4255;3956;38.1019939;-105.3735148
Delta County;CO;50;4;8;8;29;295789678.1;16960873;30952;14572;38.8617559;-107.864757
Denver County;CO;50;4;8;8;31;39626858.8;4225359;600158;285797;39.7618487;-104.8806251
Dolores County;CO;50;4;8;8;33;276365014.2;2716145;2064;1468;37.747602;-108.5303829
Douglas County;CO;50;4;8;8;35;217623235.7;6789381;285465;106859;39.3264348;-104.9261993
Eagle County;CO;50;4;8;8;37;436291197.8;18806424;52197;31312;39.6306381;-106.6929439
Elbert County;CO;50;4;8;8;39;479367117.7;442165;23086;8939;39.3108167;-104.1179275
El Paso County;CO;50;4;8;8;41;550838980.8;7111582;622263;252852;38.8273831;-104.5274718
Fremont County;CO;50;4;8;8;43;397062734.3;2235395;46824;19242;38.4556576;-105.4214383
Garfield County;CO;50;4;8;8;45;763415370.3;21430621;56389;23309;39.5993517;-107.9097801
Gilpin County;CO;50;4;8;8;47;38822910.9;941918;5441;3560;39.8610823;-105.5289473
Grand County;CO;50;4;8;8;49;478197157.6;60250184;14843;16061;40.1232891;-106.0958757
Gunnison County;CO;50;4;8;8;51;838922896.5;53172021;15324;11412;38.6696792;-107.078108
Hinsdale County;CO;50;4;8;8;53;289366772.6;15324669;843;1388;37.8116248;-107.3834054
Huerfano County;CO;50;4;8;8;55;412067290.1;5792112;6711;5075;37.6878154;-104.9599278
Jackson County;CO;50;4;8;8;57;417952320.6;18749970;1394;1286;40.6634319;-106.3292476
Jefferson County;CO;50;4;8;8;59;197928999.1;25446228;534543;229967;39.5864595;-105.2456005
Kiowa County;CO;50;4;8;8;61;457849550.5;47033007;1398;805;38.3884664;-102.7562096
Kit Carson County;CO;50;4;8;8;63;559650212.9;2251930;8270;3527;39.3053399;-102.6030226
Lake County;CO;50;4;8;8;65;97619428.9;18124336;7310;4271;39.2043161;-106.3496959
La Plata County;CO;50;4;8;8;67;438246254.7;19760255;51334;25860;37.2873673;-107.8397178
Larimer County;CO;50;4;8;8;69;672361348.6;98295250;299630;132722;40.6630912;-105.4821309
Las Animas County;CO;50;4;8;8;71;1236116211;6929979;15507;8217;37.3188308;-104.0441103
Lincoln County;CO;50;4;8;8;73;667602140.7;22780586;5467;2420;38.9937401;-103.5075545
Logan County;CO;50;4;8;8;75;476181349.4;16363561;22709;8981;40.7280911;-103.0904639
Mesa County;CO;50;4;8;8;77;862200281.5;31466745;146723;62644;39.0194924;-108.4618366
Mineral County;CO;50;4;8;8;79;226796557.6;5222183;712;1201;37.6514782;-106.9322997
Moffat County;CO;50;4;8;8;81;1228506492;19741780;13795;6196;40.5739839;-108.2045214
Montezuma County;CO;50;4;8;8;83;525645087.6;27516854;25535;12094;37.3380246;-108.5957863
Montrose County;CO;50;4;8;8;85;580337321.8;4923280;41276;18250;38.4134267;-108.2630424
